read_id	chr	start	end	strand	dbl_count	cds	sofa
9488	NC_000913.3	1817173	1817474	+	TRUE	1722	TRUE
7900	NC_000913.3	302476	302777	+	FALSE	NA	hit1
7901	NC_000913.3	3810943	3811244	+	FALSE	NA	TRUE
6913	NC_000913.3	4322663	4322964	+	TRUE	4020	TRUE
7903	NC_000913.3	2902479	2902780	+	TRUE	2737	FALSE
7904	NC_000913.3	1193701	1194002	+	TRUE	1111	TRUE
7905	NC_000913.3	2961638	2961939	+	TRUE	2781	TRUE
7906	NC_000913.3	11761	12062	+	FALSE	NA	hit2
7907	NC_000913.3	1124825	1125126	+	TRUE	1042	TRUE
6271	NC_000913.3	2492990	2493291	+	TRUE	2358	TRUE
6270	NC_000913.3	310759	311060	+	TRUE	290	TRUE
6273	NC_000913.3	3505687	3505988	+	TRUE	3313	TRUE
6272	NC_000913.3	776430	776731	+	TRUE	727	TRUE
6275	NC_000913.3	1646524	1646825	+	TRUE	1554	hit1
6274	NC_000913.3	3784299	3784600	+	FALSE	NA	TRUE
6277	NC_000913.3	2667104	2667405	+	TRUE	2517	TRUE
6276	NC_000913.3	1738961	1739262	+	TRUE	1649	hit1
6279	NC_000913.3	3252560	3252861	+	FALSE	NA	TRUE
6278	NC_000913.3	1720369	1720670	+	TRUE	1631	TRUE
8883	NC_000913.3	451945	452246	+	TRUE	425	TRUE
1183	NC_000913.3	2495279	2495580	+	FALSE	NA	#N/A
9731	NC_000913.3	4142331	4142632	+	FALSE	NA	TRUE
9730	NC_000913.3	2312792	2313093	+	FALSE	NA	TRUE
9733	NC_000913.3	3416215	3416516	+	TRUE	3210	TRUE
9732	NC_000913.3	3614247	3614548	+	TRUE	3411	TRUE
9735	NC_000913.3	3027196	3027497	+	TRUE	2840	TRUE
9734	NC_000913.3	3362437	3362738	+	TRUE	3159	TRUE
9737	NC_000913.3	1758841	1759142	+	TRUE	1667	hit1
9736	NC_000913.3	3299243	3299544	+	TRUE	3098	TRUE
9739	NC_000913.3	168043	168344	+	TRUE	145	hit2
9738	NC_000913.3	2496819	2497120	+	FALSE	NA	TRUE
3452	NC_000913.3	528296	528597	+	TRUE	490	TRUE
3453	NC_000913.3	403051	403352	+	FALSE	NA	hit2
3450	NC_000913.3	2784057	2784358	+	TRUE	2625	hit1
3451	NC_000913.3	66246	66547	+	TRUE	58	TRUE
3456	NC_000913.3	2878691	2878992	+	FALSE	NA	TRUE
3457	NC_000913.3	91784	92085	+	TRUE	81	TRUE
3454	NC_000913.3	4637597	4637898	+	TRUE	4314	hit1
3455	NC_000913.3	1764294	1764595	+	FALSE	NA	TRUE
3458	NC_000913.3	4242536	4242837	+	TRUE	3947	hit1
3459	NC_000913.3	3386144	3386445	+	TRUE	3184	TRUE
858	NC_000913.3	2429322	2429623	+	TRUE	2296	TRUE
859	NC_000913.3	3734647	3734948	+	TRUE	3507	TRUE
6	NC_000913.3	342298	342599	+	FALSE	NA	TRUE
8905	NC_000913.3	404556	404857	+	TRUE	378	FALSE
9384	NC_000913.3	108963	109264	+	TRUE	95	FALSE
5229	NC_000913.3	3477384	3477685	+	FALSE	NA	hit1
5228	NC_000913.3	1990397	1990698	+	TRUE	1899	TRUE
5223	NC_000913.3	4012309	4012610	+	TRUE	3763	TRUE
5222	NC_000913.3	1895568	1895869	+	TRUE	1802	TRUE
5221	NC_000913.3	677866	678167	+	TRUE	642	TRUE
5220	NC_000913.3	4176594	4176895	+	TRUE	3897	hit2
5227	NC_000913.3	2788232	2788533	+	TRUE	2626	hit1
5226	NC_000913.3	690528	690829	+	TRUE	653	TRUE
5225	NC_000913.3	2073591	2073892	+	TRUE	1980	TRUE
5224	NC_000913.3	869130	869431	+	TRUE	810	TRUE
4588	NC_000913.3	584208	584509	+	TRUE	559	TRUE
3063	NC_000913.3	484435	484736	+	TRUE	454	TRUE
3062	NC_000913.3	490195	490496	+	TRUE	458	TRUE
3061	NC_000913.3	3039505	3039806	+	TRUE	2850	TRUE
3060	NC_000913.3	2261364	2261665	+	TRUE	2152	FALSE
3067	NC_000913.3	3833103	3833404	+	TRUE	3602	TRUE
3066	NC_000913.3	3340956	3341257	+	TRUE	3140	#N/A
3065	NC_000913.3	2626360	2626661	+	TRUE	2483	TRUE
3064	NC_000913.3	1710998	1711299	+	TRUE	1621	TRUE
3069	NC_000913.3	4125298	4125599	+	TRUE	3862	TRUE
3068	NC_000913.3	1072732	1073033	+	TRUE	994	TRUE
7466	NC_000913.3	4060421	4060722	+	TRUE	3800	TRUE
4817	NC_000913.3	2973503	2973804	+	TRUE	2794	#N/A
9818	NC_000913.3	2213919	2214220	+	TRUE	2109	FALSE
9819	NC_000913.3	3252122	3252423	+	FALSE	NA	TRUE
4816	NC_000913.3	1781296	1781597	+	TRUE	1687	FALSE
9814	NC_000913.3	4639985	4640286	+	TRUE	4316	TRUE
9815	NC_000913.3	17323	17624	+	FALSE	NA	TRUE
1304	NC_000913.3	1383290	1383591	+	TRUE	1304	TRUE
1305	NC_000913.3	4301387	4301688	+	TRUE	3997	hit2
1306	NC_000913.3	2516924	2517225	+	TRUE	2379	TRUE
1307	NC_000913.3	1521443	1521744	+	TRUE	1439	TRUE
1300	NC_000913.3	1186297	1186598	+	TRUE	1104	hit1
1301	NC_000913.3	1928009	1928310	+	TRUE	1836	FALSE
1302	NC_000913.3	1302855	1303156	+	TRUE	1223	TRUE
1303	NC_000913.3	496717	497018	+	TRUE	464	TRUE
1308	NC_000913.3	4454190	4454491	+	TRUE	4147	TRUE
1309	NC_000913.3	2565502	2565803	+	TRUE	2430	FALSE
498	NC_000913.3	4352269	4352570	+	FALSE	NA	TRUE
499	NC_000913.3	746052	746353	+	TRUE	702	TRUE
494	NC_000913.3	4036973	4037274	+	FALSE	NA	TRUE
495	NC_000913.3	4560868	4561169	+	TRUE	4249	FALSE
496	NC_000913.3	1131960	1132261	+	TRUE	1052	TRUE
497	NC_000913.3	1620971	1621272	+	FALSE	NA	TRUE
490	NC_000913.3	3650930	3651231	+	FALSE	NA	#N/A
491	NC_000913.3	2620454	2620755	+	TRUE	2479	TRUE
492	NC_000913.3	1766479	1766780	+	TRUE	1675	TRUE
493	NC_000913.3	1937987	1938288	+	TRUE	1845	TRUE
6479	NC_000913.3	2487236	2487537	+	TRUE	2354	hit2
6478	NC_000913.3	3086555	3086856	+	FALSE	NA	TRUE
6473	NC_000913.3	1717038	1717339	+	FALSE	NA	TRUE
6472	NC_000913.3	704486	704787	+	TRUE	664	TRUE
6471	NC_000913.3	3755777	3756078	+	TRUE	3529	TRUE
6470	NC_000913.3	3907127	3907428	+	TRUE	3672	hit2
6477	NC_000913.3	736718	737019	+	TRUE	693	TRUE
6476	NC_000913.3	517415	517716	+	TRUE	483	hit1
6475	NC_000913.3	886420	886721	+	TRUE	826	TRUE
6474	NC_000913.3	4555199	4555500	+	FALSE	NA	TRUE
9537	NC_000913.3	3255038	3255339	+	FALSE	NA	TRUE
6915	NC_000913.3	1444861	1445162	+	TRUE	1368	TRUE
7758	NC_000913.3	1106657	1106958	+	TRUE	1024	TRUE
9536	NC_000913.3	3770078	3770379	+	FALSE	NA	hit2
7755	NC_000913.3	3500950	3501251	+	TRUE	3308	TRUE
7754	NC_000913.3	2600205	2600506	+	TRUE	2460	TRUE
7757	NC_000913.3	4175334	4175635	+	FALSE	NA	TRUE
7756	NC_000913.3	1872601	1872902	+	TRUE	1774	TRUE
7751	NC_000913.3	3710356	3710657	+	FALSE	NA	TRUE
7750	NC_000913.3	160682	160983	+	TRUE	141	FALSE
7753	NC_000913.3	1097827	1098128	+	TRUE	1011	TRUE
7752	NC_000913.3	4033829	4034130	+	TRUE	3782	TRUE
9534	NC_000913.3	3331242	3331543	+	TRUE	3127	TRUE
3939	NC_000913.3	843776	844077	+	TRUE	789	TRUE
3938	NC_000913.3	4199607	4199908	+	TRUE	3917	hit1
3935	NC_000913.3	995896	996197	+	TRUE	916	TRUE
3934	NC_000913.3	143604	143905	+	TRUE	123	TRUE
3937	NC_000913.3	2522930	2523231	+	TRUE	2384	hit2
3936	NC_000913.3	3426032	3426333	+	FALSE	NA	TRUE
3931	NC_000913.3	659744	660045	+	TRUE	624	TRUE
3930	NC_000913.3	1391843	1392144	+	TRUE	1314	FALSE
3933	NC_000913.3	2552034	2552335	+	FALSE	NA	#N/A
3932	NC_000913.3	1377299	1377600	+	TRUE	1299	TRUE
8332	NC_000913.3	3032001	3032302	+	TRUE	2843	TRUE
8333	NC_000913.3	1004179	1004480	+	TRUE	924	TRUE
8330	NC_000913.3	3221347	3221648	+	TRUE	3024	TRUE
8331	NC_000913.3	3769969	3770270	+	FALSE	NA	TRUE
3265	NC_000913.3	126404	126705	+	TRUE	110	TRUE
8337	NC_000913.3	2477589	2477890	+	FALSE	NA	FALSE
6718	NC_000913.3	1136032	1136333	+	TRUE	1056	TRUE
6719	NC_000913.3	1871644	1871945	+	TRUE	1773	hit1
6716	NC_000913.3	4583459	4583760	+	TRUE	4266	TRUE
6717	NC_000913.3	3138665	3138966	+	TRUE	2942	TRUE
6714	NC_000913.3	695623	695924	+	TRUE	658	TRUE
6715	NC_000913.3	513442	513743	+	TRUE	477	TRUE
6712	NC_000913.3	3041254	3041555	+	TRUE	2854	TRUE
6713	NC_000913.3	4552728	4553029	+	FALSE	NA	hit2
6710	NC_000913.3	3604255	3604556	+	TRUE	3400	FALSE
6711	NC_000913.3	2473908	2474209	+	TRUE	2342	TRUE
9906	NC_000913.3	109252	109553	+	TRUE	95	TRUE
9907	NC_000913.3	2516785	2517086	+	TRUE	2379	FALSE
9904	NC_000913.3	3532839	3533140	+	TRUE	3340	TRUE
9905	NC_000913.3	153629	153930	+	TRUE	134	FALSE
9902	NC_000913.3	1568802	1569103	+	FALSE	NA	#N/A
9903	NC_000913.3	51571	51872	+	TRUE	49	TRUE
9900	NC_000913.3	1634319	1634620	+	TRUE	1532	TRUE
9901	NC_000913.3	2728497	2728798	+	FALSE	NA	TRUE
9908	NC_000913.3	1637281	1637582	+	FALSE	NA	TRUE
9909	NC_000913.3	785321	785622	+	FALSE	NA	TRUE
4044	NC_000913.3	775851	776152	+	TRUE	726	TRUE
4045	NC_000913.3	1214190	1214491	+	TRUE	1141	FALSE
4046	NC_000913.3	4079820	4080121	+	FALSE	NA	FALSE
4047	NC_000913.3	4273865	4274166	+	FALSE	NA	FALSE
4040	NC_000913.3	2070680	2070981	+	TRUE	1979	hit2
4041	NC_000913.3	4549020	4549321	+	TRUE	4238	TRUE
4042	NC_000913.3	3543094	3543395	+	TRUE	3348	hit2
4043	NC_000913.3	3792594	3792895	+	FALSE	NA	TRUE
4048	NC_000913.3	2017464	2017765	+	TRUE	1928	hit2
4049	NC_000913.3	3032076	3032377	+	TRUE	2843	TRUE
3665	NC_000913.3	1989837	1990138	+	TRUE	1899	TRUE
3664	NC_000913.3	2737257	2737558	+	TRUE	2575	TRUE
3667	NC_000913.3	2571689	2571990	+	TRUE	2435	TRUE
3666	NC_000913.3	2398089	2398390	+	TRUE	2267	FALSE
3661	NC_000913.3	2015772	2016073	+	TRUE	1927	TRUE
3660	NC_000913.3	255076	255377	+	TRUE	227	hit2
3663	NC_000913.3	4292019	4292320	+	TRUE	3990	TRUE
3662	NC_000913.3	4368344	4368645	+	FALSE	NA	TRUE
3669	NC_000913.3	1151406	1151707	+	FALSE	NA	hit1
3668	NC_000913.3	3583577	3583878	+	TRUE	3380	TRUE
5582	NC_000913.3	1073414	1073715	+	TRUE	994	TRUE
446	NC_000913.3	1962562	1962863	+	TRUE	1870	hit2
2578	NC_000913.3	3948788	3949089	+	TRUE	3706	TRUE
2579	NC_000913.3	1407314	1407615	+	TRUE	1327	TRUE
2576	NC_000913.3	2657449	2657750	+	TRUE	2507	TRUE
2577	NC_000913.3	959613	959914	+	TRUE	888	hit2
2574	NC_000913.3	2078639	2078940	+	TRUE	1988	hit2
2575	NC_000913.3	2876778	2877079	+	TRUE	2715	TRUE
2572	NC_000913.3	1322785	1323086	+	FALSE	NA	FALSE
2573	NC_000913.3	200306	200607	+	FALSE	NA	TRUE
2570	NC_000913.3	3470125	3470426	+	TRUE	3276	TRUE
2571	NC_000913.3	892074	892375	+	TRUE	833	TRUE
3593	NC_000913.3	3981758	3982059	+	TRUE	3735	TRUE
3592	NC_000913.3	3211342	3211643	+	TRUE	3016	hit2
3591	NC_000913.3	3435488	3435789	+	TRUE	3225	TRUE
3590	NC_000913.3	3337460	3337761	+	TRUE	3136	TRUE
3597	NC_000913.3	3392569	3392870	+	TRUE	3189	TRUE
3596	NC_000913.3	1798789	1799090	+	FALSE	NA	hit2
5038	NC_000913.3	3884494	3884795	+	TRUE	3651	FALSE
3594	NC_000913.3	516507	516808	+	TRUE	482	TRUE
5036	NC_000913.3	3503907	3504208	+	TRUE	3312	TRUE
5037	NC_000913.3	912555	912856	+	TRUE	854	TRUE
5034	NC_000913.3	1937305	1937606	+	TRUE	1844	TRUE
5035	NC_000913.3	2929366	2929667	+	FALSE	NA	TRUE
5032	NC_000913.3	3379120	3379421	+	TRUE	3176	FALSE
5033	NC_000913.3	4143368	4143669	+	TRUE	3875	hit2
5030	NC_000913.3	4573396	4573697	+	TRUE	4259	hit2
5031	NC_000913.3	1877610	1877911	+	TRUE	1782	TRUE
4435	NC_000913.3	91108	91409	+	TRUE	80	TRUE
4434	NC_000913.3	270112	270413	+	FALSE	NA	TRUE
4437	NC_000913.3	1375732	1376033	+	TRUE	1297	TRUE
4436	NC_000913.3	4224763	4225064	+	TRUE	3933	TRUE
4431	NC_000913.3	3428501	3428802	+	FALSE	NA	TRUE
4430	NC_000913.3	1724841	1725142	+	TRUE	1636	hit2
4433	NC_000913.3	2792501	2792802	+	TRUE	2629	TRUE
4432	NC_000913.3	1493331	1493632	+	TRUE	1408	FALSE
4439	NC_000913.3	4540318	4540619	+	FALSE	NA	TRUE
4438	NC_000913.3	2918193	2918494	+	TRUE	2749	TRUE
977	NC_000913.3	1575258	1575559	+	TRUE	1481	FALSE
976	NC_000913.3	4245599	4245900	+	TRUE	3949	TRUE
975	NC_000913.3	2661296	2661597	+	TRUE	2511	hit2
974	NC_000913.3	1843181	1843482	+	TRUE	1749	hit2
973	NC_000913.3	3028636	3028937	+	TRUE	2841	TRUE
972	NC_000913.3	3010317	3010618	+	TRUE	2829	hit1
971	NC_000913.3	1206948	1207249	+	TRUE	1130	hit2
970	NC_000913.3	1154036	1154337	+	TRUE	1074	TRUE
979	NC_000913.3	3223486	3223787	+	TRUE	3025	TRUE
978	NC_000913.3	1222289	1222590	+	TRUE	1149	TRUE
7952	NC_000913.3	3352316	3352617	+	TRUE	3154	FALSE
8756	NC_000913.3	3813082	3813383	+	TRUE	3585	TRUE
8757	NC_000913.3	2085475	2085776	+	FALSE	NA	TRUE
8927	NC_000913.3	2330522	2330823	+	TRUE	2210	TRUE
8926	NC_000913.3	3550015	3550316	+	TRUE	3354	TRUE
8925	NC_000913.3	707716	708017	+	FALSE	NA	FALSE
8924	NC_000913.3	230361	230662	+	TRUE	197	TRUE
8923	NC_000913.3	3895985	3896286	+	TRUE	3662	hit2
8922	NC_000913.3	3378517	3378818	+	FALSE	NA	TRUE
8921	NC_000913.3	615696	615997	+	TRUE	583	TRUE
8920	NC_000913.3	4404735	4405036	+	TRUE	4095	TRUE
8929	NC_000913.3	3545849	3546150	+	TRUE	3351	TRUE
8928	NC_000913.3	689235	689536	+	TRUE	653	FALSE
3386	NC_000913.3	1409607	1409908	+	TRUE	1329	TRUE
3387	NC_000913.3	1496848	1497149	+	TRUE	1411	hit2
3384	NC_000913.3	2235799	2236100	+	TRUE	2131	TRUE
7100	NC_000913.3	665755	666056	+	TRUE	630	FALSE
7101	NC_000913.3	4184750	4185051	+	TRUE	3904	FALSE
7102	NC_000913.3	625992	626293	+	TRUE	591	TRUE
5417	NC_000913.3	684619	684920	+	TRUE	648	TRUE
7104	NC_000913.3	3366840	3367141	+	TRUE	3163	TRUE
7105	NC_000913.3	3800350	3800651	+	TRUE	3571	TRUE
7106	NC_000913.3	3724310	3724611	+	TRUE	3498	hit1
7107	NC_000913.3	2978253	2978554	+	TRUE	2797	TRUE
7108	NC_000913.3	2307287	2307588	+	TRUE	2194	TRUE
5410	NC_000913.3	4288953	4289254	+	TRUE	3986	hit2
5411	NC_000913.3	2761715	2762016	+	TRUE	2603	TRUE
5412	NC_000913.3	2892833	2893134	+	TRUE	2728	hit2
5413	NC_000913.3	2110716	2111017	+	TRUE	2023	TRUE
1681	NC_000913.3	1179438	1179739	+	FALSE	NA	TRUE
1680	NC_000913.3	2459499	2459800	+	TRUE	2325	TRUE
1683	NC_000913.3	2536984	2537285	+	TRUE	2397	TRUE
1682	NC_000913.3	858559	858860	+	TRUE	802	hit2
1685	NC_000913.3	4238560	4238861	+	TRUE	3943	TRUE
1684	NC_000913.3	2164190	2164491	+	TRUE	2065	TRUE
1687	NC_000913.3	642128	642429	+	TRUE	606	FALSE
1686	NC_000913.3	2601175	2601476	+	TRUE	2462	TRUE
1689	NC_000913.3	4127456	4127757	+	TRUE	3864	TRUE
1688	NC_000913.3	4619273	4619574	+	TRUE	4297	TRUE
653	NC_000913.3	1430444	1430745	+	TRUE	1357	hit2
1469	NC_000913.3	3936790	3937091	+	TRUE	3699	TRUE
1468	NC_000913.3	2897149	2897450	+	TRUE	2733	TRUE
1465	NC_000913.3	4257636	4257937	+	TRUE	3959	TRUE
1464	NC_000913.3	299741	300042	+	TRUE	280	TRUE
1467	NC_000913.3	1427439	1427740	+	FALSE	NA	hit2
1466	NC_000913.3	1953276	1953577	+	FALSE	NA	TRUE
1461	NC_000913.3	514642	514943	+	TRUE	479	TRUE
1460	NC_000913.3	2926880	2927181	+	TRUE	2757	TRUE
1463	NC_000913.3	1353893	1354194	+	TRUE	1276	TRUE
1462	NC_000913.3	4470127	4470428	+	FALSE	NA	hit1
4239	NC_000913.3	2975171	2975472	+	TRUE	2795	TRUE
4238	NC_000913.3	2181831	2182132	+	TRUE	2084	TRUE
4237	NC_000913.3	3024003	3024304	+	FALSE	NA	TRUE
4236	NC_000913.3	4084157	4084458	+	TRUE	3822	TRUE
4235	NC_000913.3	601225	601526	+	TRUE	570	hit2
4234	NC_000913.3	1768841	1769142	+	FALSE	NA	TRUE
4233	NC_000913.3	2738937	2739238	+	TRUE	2578	hit1
4232	NC_000913.3	3079336	3079637	+	FALSE	NA	TRUE
4231	NC_000913.3	1803239	1803540	+	TRUE	1708	TRUE
4230	NC_000913.3	2369451	2369752	+	TRUE	2238	hit1
5591	NC_000913.3	1909598	1909899	+	TRUE	1818	TRUE
5590	NC_000913.3	700082	700383	+	TRUE	660	FALSE
5593	NC_000913.3	3507305	3507606	+	TRUE	3315	TRUE
5592	NC_000913.3	2561929	2562230	+	FALSE	NA	FALSE
5595	NC_000913.3	1843709	1844010	+	TRUE	1750	TRUE
5594	NC_000913.3	3118361	3118662	+	TRUE	2926	#N/A
5597	NC_000913.3	197065	197366	+	TRUE	170	TRUE
5596	NC_000913.3	3144171	3144472	+	TRUE	2949	TRUE
5599	NC_000913.3	20658	20959	+	FALSE	NA	hit2
5598	NC_000913.3	1679010	1679311	+	TRUE	1592	TRUE
3035	NC_000913.3	3421655	3421956	+	TRUE	3214	hit1
319	NC_000913.3	3846791	3847092	+	TRUE	3613	hit1
318	NC_000913.3	366120	366421	+	FALSE	NA	TRUE
313	NC_000913.3	1551887	1552188	+	FALSE	NA	TRUE
312	NC_000913.3	4243316	4243617	+	FALSE	NA	TRUE
311	NC_000913.3	974588	974889	+	TRUE	902	TRUE
310	NC_000913.3	3608751	3609052	+	TRUE	3405	TRUE
317	NC_000913.3	514342	514643	+	TRUE	479	FALSE
316	NC_000913.3	3476668	3476969	+	TRUE	3284	TRUE
315	NC_000913.3	2725486	2725787	+	TRUE	2570	hit2
314	NC_000913.3	258937	259238	+	TRUE	231	TRUE
4213	NC_000913.3	2956662	2956963	+	TRUE	2780	FALSE
443	NC_000913.3	917090	917391	+	TRUE	857	hit2
442	NC_000913.3	3581302	3581603	+	TRUE	3376	TRUE
441	NC_000913.3	1115493	1115794	+	FALSE	NA	TRUE
440	NC_000913.3	2368454	2368755	+	TRUE	2238	hit2
447	NC_000913.3	3891327	3891628	+	FALSE	NA	hit1
4218	NC_000913.3	2477422	2477723	+	FALSE	NA	TRUE
445	NC_000913.3	1159903	1160204	+	TRUE	1079	hit1
444	NC_000913.3	3818951	3819252	+	TRUE	3592	TRUE
8699	NC_000913.3	3398514	3398815	+	TRUE	3192	hit2
8698	NC_000913.3	2883112	2883413	+	TRUE	2722	TRUE
2299	NC_000913.3	2782501	2782802	+	TRUE	2623	TRUE
2298	NC_000913.3	4405514	4405815	+	TRUE	4095	TRUE
8129	NC_000913.3	1285373	1285674	+	TRUE	1209	TRUE
2293	NC_000913.3	1159520	1159821	+	TRUE	1079	hit1
2292	NC_000913.3	2570480	2570781	+	TRUE	2434	TRUE
2291	NC_000913.3	657748	658049	+	FALSE	NA	TRUE
2290	NC_000913.3	2181713	2182014	+	TRUE	2084	TRUE
2297	NC_000913.3	1015914	1016215	+	TRUE	934	hit2
2296	NC_000913.3	3104057	3104358	+	TRUE	2916	TRUE
2295	NC_000913.3	366476	366777	+	TRUE	341	TRUE
2294	NC_000913.3	4457347	4457648	+	TRUE	4150	FALSE
8695	NC_000913.3	2814146	2814447	+	TRUE	2654	TRUE
8694	NC_000913.3	2578242	2578543	+	FALSE	NA	TRUE
8125	NC_000913.3	3532308	3532609	+	FALSE	NA	TRUE
8124	NC_000913.3	2286475	2286776	+	FALSE	NA	hit1
8691	NC_000913.3	2728983	2729284	+	FALSE	NA	TRUE
8690	NC_000913.3	3321843	3322144	+	FALSE	NA	TRUE
8693	NC_000913.3	3698265	3698566	+	TRUE	3474	TRUE
8139	NC_000913.3	4555648	4555949	+	TRUE	4243	TRUE
8692	NC_000913.3	3424125	3424426	+	FALSE	NA	TRUE
7290	NC_000913.3	4591827	4592128	+	TRUE	4271	TRUE
7291	NC_000913.3	4633649	4633950	+	TRUE	4310	FALSE
7292	NC_000913.3	1479261	1479562	+	TRUE	1397	FALSE
7293	NC_000913.3	1390470	1390771	+	FALSE	NA	FALSE
7294	NC_000913.3	2079000	2079301	+	TRUE	1989	TRUE
7295	NC_000913.3	2964902	2965203	+	TRUE	2786	TRUE
7296	NC_000913.3	710057	710358	+	TRUE	668	FALSE
7297	NC_000913.3	1801877	1802178	+	TRUE	1707	TRUE
7298	NC_000913.3	3697699	3698000	+	TRUE	3472	TRUE
7299	NC_000913.3	857575	857876	+	FALSE	NA	FALSE
9139	NC_000913.3	4015777	4016078	+	TRUE	3765	#N/A
9138	NC_000913.3	1210794	1211095	+	TRUE	1136	FALSE
7704	NC_000913.3	579815	580116	+	TRUE	552	TRUE
7928	NC_000913.3	810002	810303	+	TRUE	756	hit2
7929	NC_000913.3	2081630	2081931	+	TRUE	1992	FALSE
7705	NC_000913.3	3480870	3481171	+	TRUE	3289	TRUE
6299	NC_000913.3	3341667	3341968	+	TRUE	3141	FALSE
6298	NC_000913.3	2603694	2603995	+	FALSE	NA	TRUE
6297	NC_000913.3	3001783	3002084	+	TRUE	2822	FALSE
6296	NC_000913.3	454659	454960	+	FALSE	NA	FALSE
6295	NC_000913.3	771211	771512	+	FALSE	NA	TRUE
5578	NC_000913.3	2862576	2862877	+	TRUE	2699	TRUE
6293	NC_000913.3	4186366	4186667	+	TRUE	3905	hit1
6292	NC_000913.3	968159	968460	+	FALSE	NA	TRUE
6291	NC_000913.3	2081524	2081825	+	TRUE	1992	TRUE
6290	NC_000913.3	4106967	4107268	+	TRUE	3842	TRUE
5574	NC_000913.3	1374038	1374339	+	TRUE	1296	hit2
5572	NC_000913.3	3015822	3016123	+	FALSE	NA	hit1
4672	NC_000913.3	2680224	2680525	+	TRUE	2531	hit1
7708	NC_000913.3	1082762	1083063	+	TRUE	999	TRUE
7709	NC_000913.3	2210898	2211199	+	FALSE	NA	TRUE
8511	NC_000913.3	67370	67671	+	TRUE	59	TRUE
3438	NC_000913.3	3540184	3540485	+	FALSE	NA	hit1
3439	NC_000913.3	1492172	1492473	+	FALSE	NA	FALSE
878	NC_000913.3	1692546	1692847	+	TRUE	1603	FALSE
879	NC_000913.3	3116914	3117215	+	TRUE	2926	TRUE
3430	NC_000913.3	3232421	3232722	+	TRUE	3030	TRUE
3431	NC_000913.3	3059296	3059597	+	TRUE	2871	TRUE
874	NC_000913.3	2183298	2183599	+	TRUE	2086	FALSE
3433	NC_000913.3	2536551	2536852	+	TRUE	2397	hit1
3434	NC_000913.3	3066648	3066949	+	TRUE	2877	TRUE
873	NC_000913.3	1094535	1094836	+	TRUE	1007	hit2
3436	NC_000913.3	2948124	2948425	+	TRUE	2776	TRUE
3437	NC_000913.3	4608974	4609275	+	TRUE	4288	hit1
2741	NC_000913.3	2447985	2448286	+	TRUE	2314	TRUE
2740	NC_000913.3	556093	556394	+	TRUE	517	TRUE
2743	NC_000913.3	3686514	3686815	+	TRUE	3466	TRUE
2742	NC_000913.3	3467984	3468285	+	TRUE	3275	TRUE
2745	NC_000913.3	2735402	2735703	+	TRUE	2573	TRUE
2744	NC_000913.3	1329792	1330093	+	TRUE	1252	TRUE
2747	NC_000913.3	4459999	4460300	+	TRUE	4153	TRUE
2746	NC_000913.3	1958642	1958943	+	TRUE	1866	TRUE
4844	NC_000913.3	4095873	4096174	+	TRUE	3832	TRUE
2748	NC_000913.3	1754213	1754514	+	TRUE	1662	TRUE
4846	NC_000913.3	2291184	2291485	+	FALSE	NA	FALSE
4847	NC_000913.3	1144856	1145157	+	TRUE	1063	hit1
4840	NC_000913.3	3189066	3189367	+	FALSE	NA	hit2
4841	NC_000913.3	3686806	3687107	+	TRUE	3466	hit2
4842	NC_000913.3	175954	176255	+	TRUE	150	TRUE
2038	NC_000913.3	124234	124535	+	TRUE	109	TRUE
5201	NC_000913.3	1469008	1469309	+	FALSE	NA	TRUE
5200	NC_000913.3	100316	100617	+	TRUE	87	TRUE
5203	NC_000913.3	520033	520334	+	TRUE	486	TRUE
5202	NC_000913.3	263980	264281	+	TRUE	237	TRUE
5205	NC_000913.3	930597	930898	+	TRUE	867	TRUE
5204	NC_000913.3	3043664	3043965	+	TRUE	2857	TRUE
5207	NC_000913.3	1304000	1304301	+	TRUE	1224	TRUE
5206	NC_000913.3	327177	327478	+	TRUE	310	TRUE
5209	NC_000913.3	3033589	3033890	+	TRUE	2846	TRUE
5208	NC_000913.3	360036	360337	+	TRUE	337	FALSE
3049	NC_000913.3	2099816	2100117	+	TRUE	2013	TRUE
3048	NC_000913.3	1657452	1657753	+	TRUE	1573	TRUE
9648	NC_000913.3	2747652	2747953	+	FALSE	NA	TRUE
3041	NC_000913.3	1913959	1914260	+	TRUE	1821	TRUE
3040	NC_000913.3	3240678	3240979	+	TRUE	3038	TRUE
3043	NC_000913.3	3306602	3306903	+	TRUE	3107	TRUE
3042	NC_000913.3	1498112	1498413	+	TRUE	1411	TRUE
3045	NC_000913.3	1764117	1764418	+	TRUE	1672	TRUE
3044	NC_000913.3	4546240	4546541	+	TRUE	4235	#N/A
3047	NC_000913.3	983284	983585	+	TRUE	906	TRUE
3046	NC_000913.3	2514141	2514442	+	FALSE	NA	TRUE
7522	NC_000913.3	3516332	3516633	+	TRUE	3325	hit2
1094	NC_000913.3	1193986	1194287	+	TRUE	1111	hit2
1095	NC_000913.3	2434246	2434547	+	TRUE	2301	hit1
1096	NC_000913.3	1464602	1464903	+	TRUE	1387	TRUE
1097	NC_000913.3	3709641	3709942	+	TRUE	3482	TRUE
1090	NC_000913.3	1555631	1555932	+	FALSE	NA	TRUE
1091	NC_000913.3	851492	851793	+	TRUE	796	TRUE
1092	NC_000913.3	4362394	4362695	+	FALSE	NA	hit2
