chr	start	end	strand	dbl_count	cds
NC_000913.3	3147998	3148299	+	TRUE	2953
NC_000913.3	1725358	1725659	+	TRUE	1636
NC_000913.3	4080578	4080879	+	TRUE	3819
NC_000913.3	4220950	4221251	+	TRUE	3931
NC_000913.3	1151515	1151816	+	TRUE	1071
NC_000913.3	1592844	1593145	+	FALSE	NA
NC_000913.3	3026371	3026672	+	TRUE	2839
NC_000913.3	1267781	1268082	+	TRUE	1194
NC_000913.3	205342	205643	+	TRUE	178
NC_000913.3	926243	926544	+	TRUE	864
NC_000913.3	2402001	2402302	+	TRUE	2270
NC_000913.3	700996	701297	+	TRUE	661
NC_000913.3	341629	341930	+	TRUE	321
NC_000913.3	538207	538508	+	TRUE	501
NC_000913.3	2524624	2524925	+	TRUE	2385
NC_000913.3	2577755	2578056	+	TRUE	2442
NC_000913.3	2236536	2236837	+	FALSE	NA
NC_000913.3	2945697	2945998	+	FALSE	NA
NC_000913.3	3351362	3351663	+	TRUE	3154
NC_000913.3	2006514	2006815	+	TRUE	1916
NC_000913.3	1221965	1222266	+	TRUE	1148
NC_000913.3	2302809	2303110	+	TRUE	2190
NC_000913.3	2677152	2677453	+	TRUE	2529
NC_000913.3	2096334	2096635	+	TRUE	2009
NC_000913.3	365618	365919	+	TRUE	340
NC_000913.3	106707	107008	+	TRUE	93
NC_000913.3	1922607	1922908	+	TRUE	1829
NC_000913.3	1776018	1776319	+	TRUE	1682
NC_000913.3	2511304	2511605	+	FALSE	NA
NC_000913.3	2383146	2383447	+	TRUE	2253
NC_000913.3	3762799	3763100	+	TRUE	3534
NC_000913.3	930336	930637	+	TRUE	867
NC_000913.3	1813791	1814092	+	TRUE	1720
NC_000913.3	1572757	1573058	+	TRUE	1480
NC_000913.3	3218895	3219196	+	FALSE	NA
NC_000913.3	2332305	2332606	+	TRUE	2210
NC_000913.3	535056	535357	+	TRUE	498
NC_000913.3	3107955	3108256	+	TRUE	2919
NC_000913.3	895669	895970	+	TRUE	836
NC_000913.3	3973825	3974126	+	TRUE	3728
NC_000913.3	4261311	4261612	+	FALSE	NA
NC_000913.3	470644	470945	+	TRUE	441
NC_000913.3	3549373	3549674	+	TRUE	3353
NC_000913.3	3059885	3060186	+	TRUE	2872
NC_000913.3	1383432	1383733	+	TRUE	1304
NC_000913.3	450727	451028	+	TRUE	424
NC_000913.3	3378714	3379015	+	FALSE	NA
NC_000913.3	3988626	3988927	+	TRUE	3739
NC_000913.3	1634941	1635242	+	TRUE	1533
NC_000913.3	4567412	4567713	+	TRUE	4255
NC_000913.3	1553139	1553440	+	TRUE	1464
NC_000913.3	3623482	3623783	+	TRUE	3418
NC_000913.3	3323238	3323539	+	TRUE	3120
NC_000913.3	4310090	4310391	+	TRUE	4004
NC_000913.3	814894	815195	+	TRUE	760
NC_000913.3	1510457	1510758	+	TRUE	1426
NC_000913.3	2602702	2603003	+	TRUE	2463
NC_000913.3	1073375	1073676	+	TRUE	994
NC_000913.3	3418426	3418727	+	TRUE	3211
NC_000913.3	2903636	2903937	+	FALSE	NA
NC_000913.3	3249202	3249503	+	FALSE	NA
NC_000913.3	3327252	3327553	+	TRUE	3123
NC_000913.3	522393	522694	+	TRUE	487
NC_000913.3	867680	867981	+	TRUE	810
NC_000913.3	3815295	3815596	+	TRUE	3588
NC_000913.3	1806922	1807223	+	TRUE	1711
NC_000913.3	3105877	3106178	+	TRUE	2918
NC_000913.3	4049873	4050174	+	FALSE	NA
NC_000913.3	4345148	4345449	+	TRUE	4038
NC_000913.3	1367467	1367768	+	TRUE	1287
NC_000913.3	1196618	1196919	+	FALSE	NA
NC_000913.3	3974550	3974851	+	TRUE	3729
NC_000913.3	4284123	4284424	+	TRUE	3983
NC_000913.3	1870964	1871265	+	TRUE	1773
NC_000913.3	1256564	1256865	+	FALSE	NA
NC_000913.3	2295855	2296156	+	TRUE	2182
NC_000913.3	4498277	4498578	+	TRUE	4186
NC_000913.3	3543830	3544131	+	TRUE	3348
NC_000913.3	1990158	1990459	+	TRUE	1899
NC_000913.3	1749181	1749482	+	TRUE	1657
NC_000913.3	1073099	1073400	+	TRUE	994
NC_000913.3	2559576	2559877	+	TRUE	2421
NC_000913.3	2633424	2633725	+	TRUE	2489
NC_000913.3	1763340	1763641	+	TRUE	1671
NC_000913.3	3911235	3911536	+	TRUE	3676
NC_000913.3	161171	161472	+	TRUE	141
NC_000913.3	4429445	4429746	+	FALSE	NA
NC_000913.3	1474614	1474915	+	TRUE	1393
NC_000913.3	837076	837377	+	TRUE	782
NC_000913.3	1844095	1844396	+	TRUE	1750
NC_000913.3	3831140	3831441	+	TRUE	3601
NC_000913.3	868748	869049	+	TRUE	810
NC_000913.3	2487521	2487822	+	TRUE	2354
NC_000913.3	895492	895793	+	TRUE	836
NC_000913.3	723692	723993	+	TRUE	682
NC_000913.3	3072731	3073032	+	TRUE	2883
NC_000913.3	1742926	1743227	+	TRUE	1652
NC_000913.3	874733	875034	+	TRUE	814
NC_000913.3	834853	835154	+	TRUE	780
NC_000913.3	2340929	2341230	+	TRUE	2215
NC_000913.3	340266	340567	+	TRUE	320
NC_000913.3	4277321	4277622	+	TRUE	3979
NC_000913.3	2923694	2923995	+	TRUE	2754
NC_000913.3	3101027	3101328	+	TRUE	2912
NC_000913.3	677210	677511	+	TRUE	641
NC_000913.3	2766478	2766779	+	TRUE	2606
NC_000913.3	545855	546156	+	TRUE	507
NC_000913.3	3080213	3080514	+	TRUE	2890
NC_000913.3	2750110	2750411	+	TRUE	2591
NC_000913.3	2880129	2880430	+	TRUE	2718
NC_000913.3	107998	108299	+	TRUE	94
NC_000913.3	270020	270321	+	FALSE	NA
NC_000913.3	1679585	1679886	+	TRUE	1593
NC_000913.3	386720	387021	+	TRUE	361
NC_000913.3	1961692	1961993	+	FALSE	NA
NC_000913.3	280071	280372	+	TRUE	259
NC_000913.3	4256427	4256728	+	FALSE	NA
NC_000913.3	3287588	3287889	+	TRUE	3087
NC_000913.3	4512498	4512799	+	TRUE	4202
NC_000913.3	1584772	1585073	+	TRUE	1487
NC_000913.3	2057918	2058219	+	FALSE	NA
NC_000913.3	2097460	2097761	+	TRUE	2011
NC_000913.3	3082029	3082330	+	TRUE	2891
NC_000913.3	4295687	4295988	+	FALSE	NA
NC_000913.3	2849668	2849969	+	FALSE	NA
NC_000913.3	1969827	1970128	+	TRUE	1877
NC_000913.3	1797080	1797381	+	TRUE	1701
NC_000913.3	3793086	3793387	+	TRUE	3564
NC_000913.3	4616397	4616698	+	TRUE	4295
NC_000913.3	2949348	2949649	+	TRUE	2777
NC_000913.3	1535545	1535846	+	TRUE	1451
NC_000913.3	4107250	4107551	+	FALSE	NA
NC_000913.3	4528968	4529269	+	TRUE	4218
NC_000913.3	4114104	4114405	+	TRUE	3851
NC_000913.3	985745	986046	+	TRUE	909
NC_000913.3	2462145	2462446	+	TRUE	2327
NC_000913.3	655326	655627	+	TRUE	618
NC_000913.3	3055667	3055968	+	TRUE	2866
NC_000913.3	1486993	1487294	+	FALSE	NA
NC_000913.3	2354825	2355126	+	TRUE	2224
NC_000913.3	4244691	4244992	+	TRUE	3948
NC_000913.3	394546	394847	+	TRUE	368
NC_000913.3	1828553	1828854	+	TRUE	1734
NC_000913.3	693081	693382	+	TRUE	656
NC_000913.3	133129	133430	+	TRUE	113
NC_000913.3	3233440	3233741	+	TRUE	3030
NC_000913.3	734307	734608	+	TRUE	690
NC_000913.3	65624	65925	+	FALSE	NA
NC_000913.3	631235	631536	+	TRUE	595
NC_000913.3	4184885	4185186	+	TRUE	3904
NC_000913.3	4342910	4343211	+	TRUE	4036
NC_000913.3	2210879	2211180	+	TRUE	2105
NC_000913.3	2169443	2169744	+	FALSE	NA
NC_000913.3	1052537	1052838	+	TRUE	974
NC_000913.3	3854113	3854414	+	TRUE	3621
NC_000913.3	4534207	4534508	+	FALSE	NA
NC_000913.3	4175463	4175764	+	FALSE	NA
NC_000913.3	2643828	2644129	+	TRUE	2498
NC_000913.3	1974256	1974557	+	TRUE	1880
NC_000913.3	3309788	3310089	+	TRUE	3110
NC_000913.3	489731	490032	+	FALSE	NA
NC_000913.3	45920	46221	+	TRUE	43
NC_000913.3	3321228	3321529	+	TRUE	3118
NC_000913.3	4365841	4366142	+	TRUE	4056
NC_000913.3	4291651	4291952	+	TRUE	3990
NC_000913.3	1882277	1882578	+	TRUE	1790
NC_000913.3	4133295	4133596	+	TRUE	3868
NC_000913.3	1226442	1226743	+	FALSE	NA
NC_000913.3	2634658	2634959	+	TRUE	2490
NC_000913.3	131547	131848	+	TRUE	113
NC_000913.3	1684854	1685155	+	TRUE	1598
NC_000913.3	763815	764116	+	TRUE	715
NC_000913.3	1379397	1379698	+	TRUE	1300
NC_000913.3	3354046	3354347	+	FALSE	NA
NC_000913.3	27232	27533	+	TRUE	28
NC_000913.3	941726	942027	+	TRUE	874
NC_000913.3	652621	652922	+	TRUE	616
NC_000913.3	1681744	1682045	+	TRUE	1595
NC_000913.3	3116555	3116856	+	TRUE	2926
NC_000913.3	4511760	4512061	+	TRUE	4201
NC_000913.3	1322459	1322760	+	TRUE	1244
NC_000913.3	135162	135463	+	TRUE	115
NC_000913.3	1198094	1198395	+	FALSE	NA
NC_000913.3	65646	65947	+	FALSE	NA
NC_000913.3	553211	553512	+	TRUE	514
NC_000913.3	2869580	2869881	+	TRUE	2706
NC_000913.3	3904448	3904749	+	TRUE	3670
NC_000913.3	2076111	2076412	+	TRUE	1981
NC_000913.3	2604829	2605130	+	TRUE	2465
NC_000913.3	2434532	2434833	+	TRUE	2301
NC_000913.3	2600464	2600765	+	TRUE	2461
NC_000913.3	1376293	1376594	+	TRUE	1298
NC_000913.3	276191	276492	+	TRUE	252
NC_000913.3	2977352	2977653	+	TRUE	2796
NC_000913.3	436891	437192	+	TRUE	410
NC_000913.3	4056555	4056856	+	TRUE	3798
NC_000913.3	4262696	4262997	+	TRUE	3965
NC_000913.3	2504162	2504463	+	TRUE	2368
NC_000913.3	2743358	2743659	+	TRUE	2582
NC_000913.3	3570071	3570372	+	TRUE	3367
NC_000913.3	983959	984260	+	TRUE	907
NC_000913.3	338505	338806	+	TRUE	319
NC_000913.3	657802	658103	+	FALSE	NA
NC_000913.3	3855888	3856189	+	TRUE	3624
NC_000913.3	3513736	3514037	+	TRUE	3322
NC_000913.3	1091164	1091465	+	TRUE	1005
NC_000913.3	3405527	3405828	+	TRUE	3199
NC_000913.3	3582285	3582586	+	TRUE	3377
NC_000913.3	3452077	3452378	+	TRUE	3256
NC_000913.3	1403984	1404285	+	TRUE	1324
NC_000913.3	81844	82145	+	TRUE	72
NC_000913.3	1176193	1176494	+	TRUE	1093
NC_000913.3	3953905	3954206	+	TRUE	3712
NC_000913.3	2146739	2147040	+	TRUE	2052
NC_000913.3	788272	788573	+	TRUE	737
NC_000913.3	1172916	1173217	+	TRUE	1091
NC_000913.3	674998	675299	+	TRUE	639
NC_000913.3	311058	311359	+	TRUE	290
NC_000913.3	4027081	4027382	+	FALSE	NA
NC_000913.3	3544265	3544566	+	TRUE	3349
NC_000913.3	3029402	3029703	+	TRUE	2842
NC_000913.3	1854863	1855164	+	TRUE	1759
NC_000913.3	1156322	1156623	+	TRUE	1076
NC_000913.3	4042339	4042640	+	TRUE	3787
NC_000913.3	3200369	3200670	+	TRUE	3004
NC_000913.3	1790329	1790630	+	TRUE	1694
NC_000913.3	3712139	3712440	+	TRUE	3484
NC_000913.3	2587313	2587614	+	FALSE	NA
NC_000913.3	551554	551855	+	TRUE	512
NC_000913.3	3376123	3376424	+	FALSE	NA
NC_000913.3	954151	954452	+	TRUE	884
NC_000913.3	498661	498962	+	TRUE	466
NC_000913.3	448223	448524	+	TRUE	422
NC_000913.3	1557802	1558103	+	TRUE	1469
NC_000913.3	570054	570355	+	TRUE	534
NC_000913.3	3837419	3837720	+	TRUE	3605
NC_000913.3	1469069	1469370	+	FALSE	NA
NC_000913.3	3748058	3748359	+	TRUE	3519
NC_000913.3	492655	492956	+	TRUE	461
NC_000913.3	3083031	3083332	+	TRUE	2892
NC_000913.3	765543	765844	+	TRUE	717
NC_000913.3	4211791	4212092	+	FALSE	NA
NC_000913.3	2807362	2807663	+	TRUE	2647
NC_000913.3	3508565	3508866	+	TRUE	3317
NC_000913.3	2386444	2386745	+	TRUE	2255
NC_000913.3	840399	840700	+	TRUE	786
NC_000913.3	3137423	3137724	+	TRUE	2941
NC_000913.3	3131832	3132133	+	TRUE	2936
NC_000913.3	1921725	1922026	+	TRUE	1827
NC_000913.3	653062	653363	+	TRUE	616
NC_000913.3	3040381	3040682	+	TRUE	2852
NC_000913.3	4143766	4144067	+	FALSE	NA
NC_000913.3	908301	908602	+	TRUE	851
NC_000913.3	2164848	2165149	+	FALSE	NA
NC_000913.3	3912462	3912763	+	TRUE	3677
NC_000913.3	3406261	3406562	+	TRUE	3200
NC_000913.3	565719	566020	+	TRUE	526,527
NC_000913.3	2892335	2892636	+	TRUE	2727
NC_000913.3	603856	604157	+	TRUE	572
NC_000913.3	5406	5707	+	FALSE	NA
NC_000913.3	2151759	2152060	+	TRUE	2056
NC_000913.3	1738807	1739108	+	TRUE	1649
NC_000913.3	690404	690705	+	TRUE	653
NC_000913.3	33875	34176	+	FALSE	NA
NC_000913.3	100748	101049	+	TRUE	88
NC_000913.3	3628193	3628494	+	TRUE	3422
NC_000913.3	4431167	4431468	+	FALSE	NA
NC_000913.3	2343365	2343666	+	TRUE	2215
NC_000913.3	4395427	4395728	+	TRUE	4085
NC_000913.3	3142525	3142826	+	TRUE	2947
NC_000913.3	2045760	2046061	+	TRUE	1960
NC_000913.3	4089858	4090159	+	TRUE	3826
NC_000913.3	1026451	1026752	+	TRUE	943
NC_000913.3	236274	236575	+	TRUE	204
NC_000913.3	4496391	4496692	+	FALSE	NA
NC_000913.3	2131494	2131795	+	TRUE	2041
NC_000913.3	308798	309099	+	TRUE	287
NC_000913.3	3451743	3452044	+	TRUE	3256
NC_000913.3	335664	335965	+	TRUE	316
NC_000913.3	3505165	3505466	+	TRUE	3313
NC_000913.3	1703632	1703933	+	TRUE	1612
NC_000913.3	2557836	2558137	+	TRUE	2420
NC_000913.3	747101	747402	+	TRUE	703
NC_000913.3	4390535	4390836	+	TRUE	4081
NC_000913.3	1665242	1665543	+	TRUE	1579
NC_000913.3	3744083	3744384	+	FALSE	NA
NC_000913.3	1217276	1217577	+	TRUE	1146
NC_000913.3	2363403	2363704	+	TRUE	2232
NC_000913.3	3976286	3976587	+	TRUE	3731
NC_000913.3	1395608	1395909	+	TRUE	1316
NC_000913.3	495608	495909	+	TRUE	464
NC_000913.3	1864042	1864343	+	TRUE	1768
NC_000913.3	677485	677786	+	TRUE	642
NC_000913.3	2932226	2932527	+	TRUE	2761
NC_000913.3	1722881	1723182	+	TRUE	1634
NC_000913.3	253712	254013	+	TRUE	226
NC_000913.3	1009714	1010015	+	TRUE	928
NC_000913.3	2240668	2240969	+	TRUE	2135
NC_000913.3	1571639	1571940	+	TRUE	1479
NC_000913.3	882117	882418	+	TRUE	821
NC_000913.3	38090	38391	+	TRUE	36
NC_000913.3	2243660	2243961	+	FALSE	NA
NC_000913.3	3048101	3048402	+	TRUE	2859
NC_000913.3	646267	646568	+	TRUE	609
NC_000913.3	4210917	4211218	+	FALSE	NA
NC_000913.3	2691180	2691481	+	FALSE	NA
NC_000913.3	998125	998426	+	TRUE	918
NC_000913.3	3244598	3244899	+	FALSE	NA
NC_000913.3	722289	722590	+	TRUE	682
NC_000913.3	1019552	1019853	+	TRUE	937
NC_000913.3	2043173	2043474	+	FALSE	NA
NC_000913.3	2831185	2831486	+	TRUE	2671
NC_000913.3	2831366	2831667	+	TRUE	2671
NC_000913.3	1502321	1502622	+	TRUE	1417
NC_000913.3	4000305	4000606	+	TRUE	3750
NC_000913.3	3916862	3917163	+	TRUE	3680
NC_000913.3	2348014	2348315	+	TRUE	2217
NC_000913.3	4140396	4140697	+	TRUE	3874
NC_000913.3	324929	325230	+	TRUE	308
NC_000913.3	1224996	1225297	+	TRUE	1155
NC_000913.3	3577886	3578187	+	TRUE	3373
NC_000913.3	675517	675818	+	TRUE	640
NC_000913.3	678192	678493	+	TRUE	642
NC_000913.3	40295	40596	+	TRUE	38
NC_000913.3	3106515	3106816	+	TRUE	2918
NC_000913.3	4484912	4485213	+	TRUE	4175
NC_000913.3	1405653	1405954	+	FALSE	NA
NC_000913.3	1104211	1104512	+	TRUE	1019
NC_000913.3	2897398	2897699	+	TRUE	2733
NC_000913.3	3433145	3433446	+	TRUE	3222
NC_000913.3	1435515	1435816	+	FALSE	NA
NC_000913.3	1817529	1817830	+	TRUE	1722
NC_000913.3	1457135	1457436	+	TRUE	1379
NC_000913.3	1771701	1772002	+	TRUE	1678
NC_000913.3	270425	270726	+	FALSE	NA
NC_000913.3	1296363	1296664	+	TRUE	1220
NC_000913.3	3939290	3939591	+	TRUE	3702
NC_000913.3	1162439	1162740	+	TRUE	1081
NC_000913.3	1349590	1349891	+	TRUE	1271
NC_000913.3	4303007	4303308	+	TRUE	3998
NC_000913.3	1471895	1472196	+	FALSE	NA
NC_000913.3	2479285	2479586	+	TRUE	2350
NC_000913.3	1769171	1769472	+	TRUE	1676
NC_000913.3	2766453	2766754	+	TRUE	2606
NC_000913.3	1552493	1552794	+	TRUE	1463
NC_000913.3	4485710	4486011	+	TRUE	4175
NC_000913.3	3274894	3275195	+	FALSE	NA
NC_000913.3	3407704	3408005	+	TRUE	3202
NC_000913.3	780888	781189	+	FALSE	NA
NC_000913.3	736246	736547	+	FALSE	NA
NC_000913.3	13048	13349	+	TRUE	12
NC_000913.3	3542188	3542489	+	TRUE	3346
NC_000913.3	3384700	3385001	+	TRUE	3181
NC_000913.3	3600912	3601213	+	TRUE	3397
NC_000913.3	2359946	2360247	+	TRUE	2229
NC_000913.3	2988228	2988529	+	FALSE	NA
NC_000913.3	3995096	3995397	+	TRUE	3745
NC_000913.3	3537951	3538252	+	TRUE	3344
NC_000913.3	2446370	2446671	+	TRUE	2313
NC_000913.3	65933	66234	+	TRUE	58
NC_000913.3	2781978	2782279	+	TRUE	2623
NC_000913.3	184827	185128	+	TRUE	159
NC_000913.3	4572806	4573107	+	TRUE	4259
NC_000913.3	2061085	2061386	+	TRUE	1967
NC_000913.3	728907	729208	+	FALSE	NA
NC_000913.3	3002365	3002666	+	TRUE	2822
NC_000913.3	4549237	4549538	+	TRUE	4238
NC_000913.3	2818545	2818846	+	FALSE	NA
NC_000913.3	2524980	2525281	+	TRUE	2386
NC_000913.3	312756	313057	+	FALSE	NA
NC_000913.3	1328872	1329173	+	TRUE	1251
NC_000913.3	413456	413757	+	TRUE	389
NC_000913.3	4086111	4086412	+	TRUE	3823
NC_000913.3	3684421	3684722	+	TRUE	3465
NC_000913.3	582993	583294	+	FALSE	NA
NC_000913.3	4482281	4482582	+	TRUE	4173
NC_000913.3	2309536	2309837	+	TRUE	2196
NC_000913.3	3747119	3747420	+	TRUE	3519
NC_000913.3	1938615	1938916	+	TRUE	1845
NC_000913.3	1892350	1892651	+	TRUE	1798
NC_000913.3	3009466	3009767	+	TRUE	2828
NC_000913.3	461134	461435	+	FALSE	NA
NC_000913.3	750329	750630	+	TRUE	706
NC_000913.3	472796	473097	+	FALSE	NA
NC_000913.3	3249223	3249524	+	FALSE	NA
NC_000913.3	4535516	4535817	+	FALSE	NA
NC_000913.3	149947	150248	+	TRUE	130
NC_000913.3	769583	769884	+	TRUE	719
NC_000913.3	749631	749932	+	TRUE	706
NC_000913.3	2880629	2880930	+	TRUE	2719
NC_000913.3	1845548	1845849	+	TRUE	1751
NC_000913.3	4517830	4518131	+	TRUE	4206
NC_000913.3	2993867	2994168	+	TRUE	2814
NC_000913.3	3981974	3982275	+	TRUE	3735
NC_000913.3	2764359	2764660	+	TRUE	2604
NC_000913.3	4299956	4300257	+	TRUE	3996
NC_000913.3	2182207	2182508	+	TRUE	2085
NC_000913.3	3301225	3301526	+	FALSE	NA
NC_000913.3	1457924	1458225	+	TRUE	1380
NC_000913.3	792988	793289	+	TRUE	741
NC_000913.3	661501	661802	+	TRUE	626
NC_000913.3	4559299	4559600	+	TRUE	4246
NC_000913.3	2334925	2335226	+	TRUE	2212
NC_000913.3	2707774	2708075	+	TRUE	2554
NC_000913.3	2439873	2440174	+	TRUE	2306
NC_000913.3	865862	866163	+	TRUE	808
NC_000913.3	2531751	2532052	+	TRUE	2392
NC_000913.3	3683388	3683689	+	FALSE	NA
NC_000913.3	3418314	3418615	+	TRUE	3211
NC_000913.3	980888	981189	+	FALSE	NA
NC_000913.3	2621423	2621724	+	TRUE	2480
NC_000913.3	2666670	2666971	+	TRUE	2517
NC_000913.3	1339882	1340183	+	TRUE	1260
NC_000913.3	3941969	3942270	+	FALSE	NA
NC_000913.3	3642361	3642662	+	TRUE	3432
NC_000913.3	3974885	3975186	+	TRUE	3729
NC_000913.3	3095172	3095473	+	TRUE	2905
NC_000913.3	1358850	1359151	+	TRUE	1280
NC_000913.3	2413277	2413578	+	FALSE	NA
NC_000913.3	1553947	1554248	+	TRUE	1465
NC_000913.3	2910764	2911065	+	TRUE	2744
NC_000913.3	1689829	1690130	+	TRUE	1602
NC_000913.3	4212113	4212414	+	FALSE	NA
NC_000913.3	2736331	2736632	+	TRUE	2574
NC_000913.3	1951651	1951952	+	TRUE	1860
NC_000913.3	3764676	3764977	+	TRUE	3534
NC_000913.3	3687302	3687603	+	TRUE	3466
NC_000913.3	1493584	1493885	+	TRUE	1408
NC_000913.3	4478071	4478372	+	TRUE	4169
NC_000913.3	3203300	3203601	+	TRUE	3007
NC_000913.3	3300777	3301078	+	TRUE	3102
NC_000913.3	4418125	4418426	+	TRUE	4109
NC_000913.3	273562	273863	+	TRUE	250
NC_000913.3	2341671	2341972	+	TRUE	2215
NC_000913.3	419163	419464	+	FALSE	NA
NC_000913.3	3887107	3887408	+	TRUE	3654
NC_000913.3	125722	126023	+	TRUE	110
NC_000913.3	3282512	3282813	+	TRUE	3081
NC_000913.3	3959756	3960057	+	FALSE	NA
NC_000913.3	3585919	3586220	+	TRUE	3382
NC_000913.3	3372256	3372557	+	TRUE	3168
NC_000913.3	1217219	1217520	+	TRUE	1146
NC_000913.3	1825063	1825364	+	TRUE	1731
NC_000913.3	1210599	1210900	+	TRUE	1136
NC_000913.3	4056841	4057142	+	TRUE	3798
NC_000913.3	280704	281005	+	TRUE	261
NC_000913.3	2415011	2415312	+	TRUE	2281
NC_000913.3	3637622	3637923	+	TRUE	3428
NC_000913.3	1501481	1501782	+	TRUE	1416
NC_000913.3	4120469	4120770	+	TRUE	3858
NC_000913.3	2515334	2515635	+	FALSE	NA
NC_000913.3	3235253	3235554	+	TRUE	3033
NC_000913.3	1182826	1183127	+	TRUE	1101
NC_000913.3	3572316	3572617	+	TRUE	3368
NC_000913.3	2773751	2774052	+	TRUE	2616
NC_000913.3	4230545	4230846	+	TRUE	3936
NC_000913.3	343699	344000	+	TRUE	322
NC_000913.3	1527023	1527324	+	FALSE	NA
NC_000913.3	1293823	1294124	+	TRUE	1218
NC_000913.3	1860080	1860381	+	FALSE	NA
NC_000913.3	1088268	1088569	+	TRUE	1004
NC_000913.3	621560	621861	+	TRUE	587
NC_000913.3	2916471	2916772	+	TRUE	2748
NC_000913.3	4405686	4405987	+	TRUE	4095
NC_000913.3	298371	298672	+	TRUE	279
NC_000913.3	2927784	2928085	+	FALSE	NA
NC_000913.3	359377	359678	+	TRUE	336
NC_000913.3	4380960	4381261	+	TRUE	4074
NC_000913.3	1182766	1183067	+	TRUE	1101
NC_000913.3	4551528	4551829	+	TRUE	4240
NC_000913.3	4587697	4587998	+	FALSE	NA
NC_000913.3	1711928	1712229	+	TRUE	1622
NC_000913.3	3802773	3803074	+	TRUE	3573
NC_000913.3	4433722	4434023	+	TRUE	4129
NC_000913.3	375644	375945	+	TRUE	349
NC_000913.3	1385141	1385442	+	TRUE	1305
NC_000913.3	1689103	1689404	+	TRUE	1601
NC_000913.3	3026677	3026978	+	TRUE	2839
NC_000913.3	3337022	3337323	+	TRUE	3135
NC_000913.3	4224038	4224339	+	TRUE	3933
NC_000913.3	2578551	2578852	+	TRUE	2443
NC_000913.3	727679	727980	+	TRUE	685
NC_000913.3	3745868	3746169	+	TRUE	3517
NC_000913.3	3327484	3327785	+	FALSE	NA
NC_000913.3	4039996	4040297	+	FALSE	NA
NC_000913.3	1918519	1918820	+	TRUE	1825
NC_000913.3	865274	865575	+	TRUE	808
NC_000913.3	3606257	3606558	+	FALSE	NA
NC_000913.3	375850	376151	+	TRUE	349
NC_000913.3	2542610	2542911	+	TRUE	2404
NC_000913.3	3531344	3531645	+	TRUE	3339
NC_000913.3	655560	655861	+	TRUE	618
NC_000913.3	4155327	4155628	+	TRUE	3884
NC_000913.3	3572062	3572363	+	TRUE	3368
NC_000913.3	1872290	1872591	+	TRUE	1774
NC_000913.3	1932990	1933291	+	TRUE	1842
NC_000913.3	4168443	4168744	+	FALSE	NA
NC_000913.3	4387388	4387689	+	TRUE	4079
NC_000913.3	550245	550546	+	TRUE	510
NC_000913.3	3683344	3683645	+	FALSE	NA
NC_000913.3	4125639	4125940	+	TRUE	3862
NC_000913.3	1633658	1633959	+	TRUE	1531
NC_000913.3	3670144	3670445	+	TRUE	3455
NC_000913.3	3769164	3769465	+	FALSE	NA
NC_000913.3	2981500	2981801	+	TRUE	2800
NC_000913.3	568284	568585	+	TRUE	533
NC_000913.3	686516	686817	+	FALSE	NA
NC_000913.3	2424955	2425256	+	TRUE	2291
NC_000913.3	3368389	3368690	+	TRUE	3164
NC_000913.3	1551569	1551870	+	TRUE	1462
NC_000913.3	1784297	1784598	+	TRUE	1689
NC_000913.3	3480436	3480737	+	FALSE	NA
NC_000913.3	2142329	2142630	+	TRUE	2050
NC_000913.3	539770	540071	+	TRUE	502
NC_000913.3	3689966	3690267	+	TRUE	3467
NC_000913.3	2959881	2960182	+	TRUE	2781
NC_000913.3	1429656	1429957	+	TRUE	1357
NC_000913.3	3832027	3832328	+	FALSE	NA
NC_000913.3	1387403	1387704	+	TRUE	1307
NC_000913.3	1625650	1625951	+	TRUE	1524
NC_000913.3	1792303	1792604	+	TRUE	1696
NC_000913.3	4001760	4002061	+	TRUE	3751
NC_000913.3	4315059	4315360	+	TRUE	4010
NC_000913.3	2453608	2453909	+	TRUE	2321
NC_000913.3	1576185	1576486	+	TRUE	1481
NC_000913.3	821997	822298	+	TRUE	769
NC_000913.3	4173406	4173707	+	TRUE	3895
NC_000913.3	1778483	1778784	+	TRUE	1684
NC_000913.3	641462	641763	+	TRUE	605
NC_000913.3	1663578	1663879	+	TRUE	1577
NC_000913.3	1630548	1630849	+	TRUE	1528
NC_000913.3	208054	208355	+	TRUE	178
NC_000913.3	3712404	3712705	+	TRUE	3484
NC_000913.3	774394	774695	+	TRUE	723
NC_000913.3	1071422	1071723	+	TRUE	991
NC_000913.3	2754593	2754894	+	FALSE	NA
NC_000913.3	2853168	2853469	+	TRUE	2692
NC_000913.3	22855	23156	+	TRUE	24
NC_000913.3	1630282	1630583	+	TRUE	1528
NC_000913.3	3032122	3032423	+	TRUE	2843
NC_000913.3	1483889	1484190	+	TRUE	1400
NC_000913.3	4435592	4435893	+	TRUE	4131
NC_000913.3	4514192	4514493	+	FALSE	NA
NC_000913.3	3732465	3732766	+	TRUE	3506
NC_000913.3	3285166	3285467	+	TRUE	3084
NC_000913.3	1305114	1305415	+	TRUE	1225
NC_000913.3	147774	148075	+	FALSE	NA
NC_000913.3	1851192	1851493	+	TRUE	1755
NC_000913.3	1590574	1590875	+	FALSE	NA
NC_000913.3	3871153	3871454	+	TRUE	3638
NC_000913.3	3870336	3870637	+	TRUE	3638
NC_000913.3	29268	29569	+	FALSE	NA
